,Unnamed: 0,ytid,start_s,end_s,aspect_list,caption,Discogs400 genre,MTG Jamendo genre,danceability,happy,sad,relaxed,mood and theme,instruments,voice gender
1883,2537,PSYURntIjuc,30,40,"['animated vocals', 'chipmunk noises', 'medium tempo', 'cheerful', 'high pitched vocals', 'choral section', 'dance rhythm', 'groovy rhythm', 'cartoony sounds', 'vocal acapella', 'no instrumentation', 'vocal harmony', 'choral harmony', 'auto tuned vocals', 'exciting', 'parody']","Animated vocalists singing a choral harmony. The song is medium tempo with no instrumentation, but just voices singing in various harmonic ranges. The song is cheerful and cartoonish. The song is a parody of a modern pop song with western classical music influences.",Electronic---Donk,electronic,danceable,happy,non_sad,non_relaxed,"['melodic', 'happy', 'energetic', 'uplifting', 'fun']","['bass', 'synthesizer', 'drums']",male
1884,2538,PTCsH-ffeq4,380,390,"['cinematic', 'horror music', 'synth strings', 'disturbing noises', 'heart beat', 'medium to upbeat']","This audio contains wind sounds, disturbing noises, a heart that is beating and dissonant synth strings in the background creating a scary atmosphere and tension. On top of that a synthesizer is playing a scary melody. This song may be playing in a horror film-scene.",Electronic---Experimental,electronic,danceable,non_happy,non_sad,relaxed,"['dark', 'soundscape', 'space', 'film', 'meditative']","['synthesizer', 'bass', 'drums']",male
1885,2539,PTLOLz9YzmM,60,70,"['instrumental music', 'indian traditional music', 'tambourine percussions', 'indian dhol percussion', 'stringed instrumental melody', 'flute playing', 'techno drum rhythm', 'groovy dance rhythm', 'nostalgia', 'stringed harmony', 'romantic', 'love song', 'song introduction', 'amateur quality recording', 'medium tempo']","The song is an instrumental. The tempo is medium with a techno drumming rhythm, various string instruments playing melodies, flute playing, Indian dhol percussion and a tambourine playing percussively. The song is romantic and has Indian classical music influences. The song has poor audio quality.",Pop---Bollywood,electronic,danceable,non_happy,sad,relaxed,"['happy', 'relaxing', 'love', 'melodic', 'christmas']","['guitar', 'synthesizer', 'drums']",female
1886,2540,PTl5ixI1Ogc,30,40,"['crickets sound effects', 'night insects sound effects', 'reversed dark mellow piano melody', 'ambient', 'relaxing', 'calming']","The ambient song features crickets, frogs and other night insects and animals sound effects, widely spread throughout the stereo image, while there is a reversed dark, mellow piano melody playing. It sounds calming and relaxing.",Electronic---Ambient,ambient,danceable,non_happy,non_sad,relaxed,"['soundscape', 'meditative', 'relaxing', 'dark', 'film']","['synthesizer', 'flute', 'bass']",female
1887,2541,PUy3cnNk4ys,40,50,"['gear showcase', 'jam', 'no singer', 'instrumental', 'electric guitar', 'vibrato', 'tailpiece', 'easygoing', 'simple tune']","This is a gear showcase jam. There is an electric guitar playing simple tunes first without and then with a vibrato tailpiece to show the difference between two setups. The atmosphere is easygoing. Although the recording is a bit dated, the electric guitar could be sampled for use in beat-making.",Rock---Indie Rock,pop,not_danceable,non_happy,sad,relaxed,"['meditative', 'love', 'sad', 'relaxing', 'happy']","['electricguitar', 'guitar', 'acousticguitar']",male
1888,2542,PWVr9weg00U,170,180,"['classical', 'brass composition', 'uptempo', 'uplifting energy']",A trombone is ending a melody together with a tuba and other brass instruments before going into the next part that sounds fast paced and uplifting. This song may be playing at a live performance.,Brass & Military---Brass Band,classical,not_danceable,non_happy,sad,relaxed,"['film', 'adventure', 'action', 'documentary', 'drama']","['piano', 'flute', 'drums']",male
1889,2543,PXd0NCqZLzU,30,40,"['dubstep/electronic', 'scary atmosphere', 'digital drum elements', 'high pitched melody', 'rising', 'pulsating noise sounds', 'uptempo']","This song contains a lot of atmospheric noise, sounds rising and falling in velocity and panning to the left and right side of the speakers with a lot of reverb. A high pitched pluck sound is playing a faster melody that is slightly panned to the right side while digital drums are only playing hihat and light snare sounds panned to both sides of the speakers and using a lot of delay and reverb. This song may be playing in a scary videogame.",Electronic---Drum n Bass,electronic,danceable,non_happy,non_sad,relaxed,"['dark', 'space', 'film', 'soundscape', 'epic']","['synthesizer', 'bass', 'drums']",female
1890,2544,PZZxVIIOQPo,130,140,"['folk song', 'clarinet song', 'tambourine', 'no voices', 'hand percussion', 'sound of trumpets', 'fast tempo', 'instrumental', 'no voice', 'celebration song']",This folk song features the main melody played on the clarinet. This is accompanied by percussion played by hand. The tambourine is playing on every count. The bass plays with a groovy feel. The bass plays notes continuously at every count. The mood of this song is upbeat and happy. There are no voices in this song. This song can be played at a celebration party.,"Folk, World, & Country---Romani",pop,danceable,happy,non_sad,relaxed,"['energetic', 'melodic', 'happy', 'positive', 'corporate']","['drums', 'bass', 'percussion']",male
1891,2545,PaQGXIh94uc,150,160,"['live performance', 'ukulele player', 'instrumental music', 'relaxing', 'casual', 'fast tempo', 'technique and expertise', 'ukulele online lessons', 'poor audio quality', 'ukulele strummed fast', 'lovely', 'entertaining', 'passionate', 'groovy', 'no other instrumentation', 'youtube music video', 'live demo', 'youtube cover', 'melancholic', 'emotional']",The song is an instrumental. The song is medium tempo with a ukulele played with a fast strumming technique. The song is groovy and melancholic. The song audio quality is poor but is very relaxing to listen to.,"Folk, World, & Country---Folk",folk,not_danceable,non_happy,sad,relaxed,"['happy', 'love', 'ballad', 'uplifting', 'inspiring']","['guitar', 'acousticguitar', 'piano']",male
1892,2546,PbUyPbafFh0,30,40,"['french horn song', 'no other instruments', 'instrumental', 'no voice']",This song is played on a French horn. There are no other instruments. The first part of this song consists of short bursts of two note pairs played twice followed by one stretched note in an ascending sequence. This is followed by three descending notes. Then two ascending notes are played. This is again followed by three descending notes. It ends with two more ascending notes. There are no voices in this song. This song is an instrumental.,Classical---Post-Modern,jazz,not_danceable,non_happy,sad,relaxed,"['melodic', 'film', 'relaxing', 'meditative', 'love']","['drums', 'piano', 'bass']",male
1893,2547,PcdpjUIa8l0,30,40,"['hiphop/dj/scratching', 'fast paced scratching', 'rhythmic backing music', 'skillfull']",someone is masterfully scratching over an instrumental containing percussive elements with strings/sounds and a bass note on the kick. This audio is an amateur recording.,Hip Hop---DJ Battle Tool,electronic,danceable,non_happy,non_sad,non_relaxed,"['energetic', 'film', 'dark', 'space', 'melodic']","['synthesizer', 'bass', 'drums']",male
1894,2548,Pd4WnsXwdqw,70,80,"['children song', 'mellow kid vocal', 'groovy bass', 'punchy snare', 'punchy kick', 'shimmering hi hats', 'shimmering bells melody', 'plucked strings melody', 'wide keys melody', 'happy', 'fun', 'joyful']","The Children song features a mellow kid vocal singing over groovy bass, punchy kick and snare hits, shimmering hi hats, shimmering bells melody, plucked strings melody and wide keys melody. It sounds happy, joyful and fun - like something kids would listen to.",Children's---Educational,pop,danceable,happy,non_sad,relaxed,"['happy', 'positive', 'corporate', 'uplifting', 'energetic']","['drums', 'bass', 'piano']",female
1895,2549,PdgswSjYhMw,70,80,"['live performance', 'alternative rock', 'indie', 'male vocal', 'drowsy singing', 'keyboard', 'organ sound', 'electric guitar', 'bass guitar', 'acoustic drums', 'melancholic', 'repeated theme', 'slow tempo']","This is a live performance of an alternative rock music piece. There is a male vocalist singing in a drowsy manner in the lead. The main tune is being played by a keyboard with an organ sound meanwhile the electric guitar and the bass guitar are supporting it in the background. The rhythm is being provided by a slow tempo acoustic drum beat. The atmosphere is melancholic. This piece can be used in the soundtrack of a drama TV series, especially during the scenes where a character feels like they are depressed.",Electronic---Neofolk,pop,not_danceable,non_happy,sad,relaxed,"['epic', 'dark', 'love', 'emotional', 'action']","['drums', 'synthesizer', 'electricguitar']",male
1896,2550,PduP4CpaDtY,0,10,"['children song', 'low quality', 'uptempo', 'mono', 'noisy', 'funny male vocal', 'harmonizing vocals', 'shimmering bells melody', 'claps', 'happy', 'fun', 'joyful', 'muffled']","The low quality recording features a children's song played on some small device that reproduces mono sound. The song consists of a funny male vocal, alongside harmonizing vocals, singing over a shimmering bell melody and some claps. It sounds happy, fun, joyful, muffled and the recording is noisy.",Electronic---Trance,electronic,danceable,happy,non_sad,non_relaxed,"['melodic', 'energetic', 'happy', 'christmas', 'love']","['piano', 'synthesizer', 'drums']",female
1897,2551,PeQ8L_svYcU,30,40,"['pop', 'oriental sounding string instrument', 'synthesizer bit sound', 'e-guitar', 'acoustic drums', 'experimental', 'medium tempo', 'happy', 'light sounding']",This song has some experimental sounds. The string instrument sounds processed and slightly oriental. The synth plucks sound as running through different effects that are changing the bit rate and some filters. These elements are panned to the right and left and right side of the speakers playing different melodies. An acoustic drum is holding the whole construct together while an e-bass is playing his own run along with the drums. An e-guitar is playing long single chords. This song may be playing in an adventurous indie-videogame.,Electronic---Downtempo,pop,not_danceable,non_happy,non_sad,relaxed,"['happy', 'melodic', 'energetic', 'positive', 'uplifting']","['guitar', 'drums', 'bass']",female
1898,2552,PeWXdkEUPbo,30,40,"['pop', 'wedding music', 'male vocal', 'melodic singing', 'acoustic guitar', 'gentle playing', 'mellow', 'tender', 'emotional', 'romantic']",This is a pop music piece meant for a wedding. There is a male vocalist singing melodically. An acoustic guitar is gently playing arpeggios. The atmosphere of the piece is mellow. This piece could be played at weddings or in the background of wedding-related content.,Pop---K-pop,pop,not_danceable,non_happy,sad,relaxed,"['love', 'ballad', 'meditative', 'relaxing', 'emotional']","['guitar', 'acousticguitar', 'drums']",male
1899,2553,PemDZNVE370,390,400,"['low quality', 'live performance', 'softly arpeggiated harp melody', 'mellow sustained strings', 'passionate', 'emotional']",The low quality recording features a live performance of softly arpeggiated harp melody and mellow sustained strings. It sounds passionate and emotional.,Electronic---New Age,classical,not_danceable,non_happy,sad,relaxed,"['relaxing', 'meditative', 'christmas', 'film', 'emotional']","['piano', 'harp', 'flute']",male
1900,2554,Pf9AaTV4-yw,180,190,"['poor audio quality', 'male opera singer', 'building anticipation', 'philharmonic orchestra', 'string orchestra', 'passionate', 'energetic', 'steady marching rhythm', 'medium tempo', 'loud drumming', 'majestic', 'victory march', 'western classical music', 'male bravado', 'instrumental music', 'timpani playing', 'trumpets blaring', 'brass section']","A male opera singer sings this majestic operatic song with a philharmonic orchestra accompaniment, trumpets blaring, string section accompaniment and a strong rhythm section with loud timpani playing. The song is energetic and dramatic. The song is a movie soundtrack and western classic song with poor audio quality.",Electronic---Neofolk,soundtrack,not_danceable,non_happy,sad,relaxed,"['epic', 'film', 'action', 'dark', 'dramatic']","['violin', 'orchestra', 'flute']",male
