ytid,start_s,end_s,aspect_list,caption
HY1KdNS19CM,0,10,"['funk', 'e-guitars', 'e-bass', 'funky', 'medium tempo']",This audio contains a e-guitar playing a riff in the mid range. Another clean e-guitar is strumming chords while another e-guitar answers to the first melody. An e-bass is underlining the scenario. All the instruments are spread across the speakers. This song may be playing live using a looper pedal.
HYjSrwSm0T4,250,260,"['latin/spanisch', 'folklore/country', 'acoustic guitars', 'percussion', 'foreground-noises', 'e-bass', 'mood elevating', 'medium tempo']","This song contains three guitars playing chords, and two melodies while one of the guitars stands out to be playing the main melody. The guitars are panned to the left and the right side of the speakers. An e-bass is playing a walking line that repeats itself. Different percussive instruments are panned to the left and right side of the speakers. There are some noises of doors opening and closing that I think do not belong to the musical composition and they sound in the foreground. This song may be playing in a house in the countryside."
H_2ZPxy80Eo,30,40,"['low quality', 'mellow girl vocal', 'plucked strings melody', 'staccato strings melody', 'reverberant', 'noisy', 'lullaby', 'soft', 'emotional', 'mellow', 'muffled snare rolls']","The low quality recording features a lullaby that consists of mellow girl vocal singing over staccato string melody in the left channel and plucked strings melody in the right channel of the stereo image. There are muffled, barely audible, muffled snare rolls in the background. The recording is noisy and reverberant, and it sounds soft, emotional and mellow."
H_5wh4aMQe0,270,280,"['low quality', 'uplifting', 'sustained strings melody', 'groovy orchestra percussions', 'shimmering hi hats', 'loud metallic impact', 'plucked harp melody', 'wind sound effect', 'glorious', 'epic']","The low quality recording features a groovy orchestra percussions, sustained strings melody and shimmering hi hats. In the second half of the loop, there is a wind sound effect, followed by loud metallic impact. It sounds glorious, epic, uplifting and like a sync sound for a video game."
H_He9_zHk8I,80,90,"['classical', 'cembalo', 'uptempo']",This audio contains someone playing a classical piece on a cembalo. This song may be playing live while listening to a concert.
Ha-FS_CHmGw,60,70,"['female singer', 'slow tempo', 'soprano', 'falsetto', 'descant', 'high notes', 'melodic violin', 'violin symphony', 'cello', 'viola', 'orchestra', 'philharmonic', 'symphony orchestra', 'classical music', 'ethereal', 'angelic', 'celestial', 'enthralling', 'captivating', 'mesmerising', 'pleasant', 'dreamy', 'mellifluous', 'enchanting', 'descan', 'opera singer']","A female opera singer sings this soprano melody. The tempo is slow with an ethereal violin symphony accompaniment. The song is mellifluous , soft, enchanting, enigmatic, mystical, ethereal,celestial and dreamy. This is a Classic Opera."
HbX1ZIuD0ac,110,120,"['cinematic', 'snare rolls', 'bomb falling', 'explosion sound', 'amateur recording']",This audio contains a very fast snare drum-roll. You can hear a high pitched sound falling in pitch and then a explosion of a bomb. This audio may be playing in a movie-warscene.
Hc_UM8l_sTg,30,40,"['guitar song', 'pedal steel guitar', 'simple percussion', 'acoustic guitar', 'slow tempo', 'country song', 'instrumental', 'no voices', 'relaxing music']",This song features a pedal steel guitar playing the main melody. This starts off with a slide to a high register followed by plucking low register strings. This is accompanied by percussion playing a simple beat in common time. An acoustic guitar strums chords in the background. The bass guitar plays the root notes of the chords. This song is at a slow tempo. There are no voices in this song. This is an instrumental song with a Country feel. This song can be played in a coffee shop.
HdRPdh-cSTw,140,150,"['female vocals', 'slow tempo', 'high pitch', 'high notes', 'tambourine', 'indian classical', 'indian devotion music', 'hindu devotion music', 'indian music', 'keyboard harmony', 'hindi song', 'hindi movie song', 'devotional song', 'song introduction', 'amateur recording', 'inferior audio quality', 'live performance', 'people cheering', 'violin harmony', 'keyboard', 'shakers', 'tanpura', 'ambient sounds']","A female vocalist sings this Hindi Devotion song. The tempo is slow with keyboard harmony,tambourine beats, violin melody and rhythmic tanpura accompaniment. This clip is the song introduction with slow chants like singing. The song is a Hindu Devotion song to the God Shiva. It is emotional, sentimental, devotional, prayerful praise and worship. There are ambient sounds of people talking and cheering, indicating that this is a live performance."
Hdko95EitpI,40,50,"['video game soundtrack', 'no singer', 'instrumental', 'brass', 'strings', 'timpani', 'ominous', 'tension', 'grim']",This is an orchestral piece from a video game soundtrack. The brass and the strings sections are playing an ominous sounding tune. There is a timpani being played with a crescendo pattern. The atmosphere is grim. This piece could be added to the soundtrack of thrilling movies and video games.
He63KV_9Pwg,60,70,"['live performance', 'low quality', 'noisy', 'mono', 'crowd cheering', 'distorted', 'harmonizing vocals', 'punchy snare', 'punchy kick', 'shimmering hi hats', 'synth pads', 'simple bass', 'mellow piano chords', 'passionate', 'emotional', 'exciting']","The low quality recording features harmonizing vocals singing over punchy kick and snare hits, shimmering hi hats, synth pads, simple bass and mellow piano chords. There are crowd cheering noises in the background as this is a live performance. It sounds passionate, emotional, exciting and the recording is noisy, in mono and slightly distorted."
HfBh3lZZi8Q,100,110,"['instrumental', 'male singer', 'backup track', 'vigorous', 'enthusiastic', 'energetic', 'high spirited', 'dance pop', 'electro pop', 'dance music', 'club music', 'mimicking digital drums', 'fast tempo', 'beat boxing', 'vocal percussion', 'rhythmic', 'punchy', 'buoyant', 'groovy', 'home recording', 'home video', 'poor audio quality']","This music is instrumental. The tempo is fast with a male vocalist, beat boxing rhythmically to the melody of a backup track. The audio quality is inferior but the music is upbeat, punchy, buoyant and youthful with a dance groove. This music is a Synth Pop/Electro Pop with beat boxing."
HflVPAOVL7U,2,12,"['ice cream truck', 'engine sounds', 'jingle', 'analog sound', 'high-pitch synth', 'major key', 'cute', 'happy', 'childlike', 'sympathetic']",This is the recording of an ice cream truck jingle. Engine sounds from the truck can be heard in the recording. It has an analog sounding high-pitch synth playing a cute melody in the major key. The atmosphere is happy and childlike. This piece could be used to lift samples from. It could also be added to the soundtrack of children's movies and TV shows. Another good use would be in the soundtrack of video games of the arcade genre.
HfzEa06vDLg,30,40,"['r&b/pop', 'acoustic piano', 'electronic drums', 'strings', 'female singing voice', 'backing vocals', 'e-bass']",The female voice is singing lightly sad-sounding. Backing voices are supporting her in some phrases while strings are playing long notes that are panned to the left and right side of the speakers. A piano is playing ballad sounding chords and a melody underlined by the e-bass. This song may be playing in a soul musical.
Hg4f2xt3oKA,30,40,"['lomba gong', 'traditional string instrument', 'gongs', 'percussion', 'bells', 'amateur recording']",Someone is splaying a series of bell sounds and a big gong hit that rings out for a long time. Wild percussive hits are being played for a moment. Then a traditional string instrument takes over playing a single long note with a bow and a lot of vibrato. This is an amateur recording and of poor audio-quality. This song may be playing in a traditional festival.
HhQTvaZtURY,30,40,"['classical music', 'harpsichord', 'instrumental', 'no voices', 'no percussion', 'no other instruments', 'moderate tempo', 'aristocracy song']",This classical song is played on a harpsichord. This is music for royalty or aristocrats. There are some pedal notes played on the bass part and the main melody is played on the treble part. There are no other instruments in this song. There is no percussion in this song. There are no voices in this song. This song can be played in a movie scene where a king is entering his castle.
Hij_QxDkIJI,30,40,"['pop', 'echoing synth keys melody', 'shimmering hi hats', 'passionate female vocal', 'punchy kick', 'synth bells melody', 'emotional', 'passionate']","The Pop song features an echoing synth keys melody that consists of a passionate female vocal singing over punchy kick, synth bells melody, echoing synth keys melody and shimmering hi hats. It sounds emotional and passionate."
HkCYA4ax4jI,70,80,"['low quality audio', 'percussion', 'bass', 'male voice', 'pop song', 'strings', 'synth sounds', 'moderate tempo', 'romantic theme']","This low quality audio features a male voice singing the main melody. This is accompanied by percussion playing a simple beat. The bass plays the root notes of the chords. Strings play staccato notes in the background and at the end of the bar, the notes are allowed to ring. A synth plays chords using an organ voice. This voice plays chords in the background. At the end, the synth plays the sound of two bells playing a descending sequence. This song can be played in a romantic movie."
